artist_id,image_url,artist_name,site_url
226,http://images.equipboard.com/uploads/user/image/25905/big_alex-grossi.jpeg?v=1489472290,Alex Grossi,/pros/alex-grossi
227,/assets/big-default-user-pic.png?v=1446533653,Alex Hamilton,/pros/alex-hamilton
228,/assets/big-default-user-pic.png?v=1446483818,Alex Harvey,/pros/alex-harvey
229,http://images.equipboard.com/uploads/user/image/57070/big_alex-hellid.jpg?v=1489503887,Alex Hellid,/pros/alex-hellid
230,/assets/big-default-user-pic.png?v=1433288081,Alex Henery,/pros/alex-henery
231,http://images.equipboard.com/uploads/user/image/996/big_alex-kapranos.jpg?v=1489506827,Alex Kapranos,/pros/alex-kapranos
232,/assets/big-default-user-pic.png?v=1488211386,Alex Lagemann,/pros/alex-lagemann
233,/assets/big-default-user-pic.png?v=1446579559,Alex Lee,/pros/alex-lee
234,http://images.equipboard.com/uploads/user/image/9280/big_alex-lifeson.jpg?v=1489501612,Alex Lifeson,/pros/alex-lifeson
235,/assets/big-default-user-pic.png?v=1433288081,Alex Lipshaw,/pros/alex-lipshaw
236,http://images.equipboard.com/uploads/user/image/87876/big_alex-luciano.jpg?v=1489486706,Alex Luciano,/pros/alex-luciano
237,/assets/big-default-user-pic.png?v=1489481532,Alex Maas,/pros/alex-maas
238,/assets/big-default-user-pic.png?v=1433288081,Alex Marshall,/pros/alex-marshall
239,/assets/big-default-user-pic.png?v=1489238374,Alex Parvis,/pros/alex-parvis
240,/assets/big-default-user-pic.png?v=1489477857,Alex Pennie,/pros/alex-pennie
241,/assets/big-default-user-pic.png?v=1489494609,Alex Re,/pros/alex-re
242,/assets/big-default-user-pic.png?v=1489509226,Alex Reed,/pros/alex-reed
